       triad_SSE_16B;   5.445 %; 36.636
       triad_SSE_32B;   1.449 %; 60.154
       triad_SSE_64B;   1.581 %; 60.054
       triad_AVX_32B;   1.293 %; 77.605
       triad_AVX_64B;   2.580 %; 82.317
      triad_AVX_128B;   1.680 %; 86.719
      triad_AVX_256B;   1.194 %; 96.091
