       triad_SSE_16B;   4.426 %; 36.524
       triad_SSE_32B;   2.114 %; 42.393
       triad_SSE_64B;   0.959 %; 43.398
       triad_AVX_32B;   1.043 %; 49.206
       triad_AVX_64B;   2.370 %; 48.840
      triad_AVX_128B;   0.568 %; 49.465
      triad_AVX_256B;   0.782 %; 49.438
