       reduc_SSE_16B;   2.363 %; 12.818
       reduc_SSE_32B;   0.964 %; 25.740
       reduc_SSE_64B;   0.668 %; 38.237
      reduc_SSE_128B;   1.069 %; 38.935
       reduc_AVX_32B;   1.036 %; 25.762
       reduc_AVX_64B;   0.865 %; 50.143
      reduc_AVX_128B;   0.475 %; 51.604
      reduc_AVX_256B;   0.514 %; 51.536
