        load_SSE_16B;   2.033 %; 37.796
        load_SSE_32B;   1.171 %; 34.328
        load_SSE_64B;   1.710 %; 38.751
       load_SSE_128B;   1.500 %; 39.002
        load_AVX_32B;   0.862 %; 51.452
        load_AVX_64B;   0.990 %; 51.534
       load_AVX_128B;   0.507 %; 51.586
       load_AVX_256B;   0.658 %; 51.567
