        load_SSE_16B;  10.431 %; 43.722
        load_SSE_32B;   5.351 %; 30.788
        load_SSE_64B;   5.535 %; 92.923
       load_SSE_128B;   5.611 %; 92.709
        load_AVX_32B;   6.914 %; 92.725
        load_AVX_64B;  10.607 %; 53.646
       load_AVX_128B;  15.151 %; 157.429
       load_AVX_256B;  18.853 %; 157.621
