        copy_SSE_16B;   6.328 %; 41.643
        copy_SSE_32B;   3.260 %; 44.261
        copy_SSE_64B;   3.303 %; 45.408
       copy_SSE_128B;   1.620 %; 45.676
        copy_AVX_32B;   1.705 %; 49.487
        copy_AVX_64B;   1.606 %; 49.423
       copy_AVX_128B;   0.854 %; 49.985
       copy_AVX_256B;   2.456 %; 49.612
