        copy_SSE_16B;   2.568 %; 40.125
        copy_SSE_32B;   1.553 %; 42.249
        copy_SSE_64B;   0.682 %; 42.638
       copy_SSE_128B;   0.550 %; 42.855
        copy_AVX_32B;   0.633 %; 44.202
        copy_AVX_64B;   0.312 %; 44.341
       copy_AVX_128B;   0.553 %; 44.403
       copy_AVX_256B;   0.277 %; 44.443
