       store_SSE_16B;   7.882 %; 45.844
       store_SSE_32B;   7.815 %; 47.023
       store_SSE_64B;   7.175 %; 50.349
      store_SSE_128B;   4.580 %; 50.814
       store_AVX_32B;   4.655 %; 99.865
       store_AVX_64B;   4.233 %; 102.352
      store_AVX_128B;  14.197 %; 98.945
      store_AVX_256B;   0.218 %; 103.850
