       store_SSE_16B;   1.906 %; 36.209
       store_SSE_32B;   0.491 %; 36.436
       store_SSE_64B;   1.433 %; 36.298
      store_SSE_128B;   1.047 %; 36.382
       store_AVX_32B;   0.453 %; 39.554
       store_AVX_64B;   0.526 %; 39.518
      store_AVX_128B;   0.388 %; 39.533
      store_AVX_256B;   0.273 %; 39.538
